Symbol
KINGFA
KIOCL
KIRIINDUS
KIRLFER
KIRLOSBROS
KIRLOSENG
KIRLOSIND
KIRLPNU
KITEX
KKCL
KMSUGAR
KNRCON
KOHINOOR
KOKUYOCMLN
KOLTEPATIL
KOPRAN
KOTARISUG
KOTHARIPET
KOTHARIPRO
KOVAI
KPIGREEN
KPITTECH
KPRMILL
KRBL
KREBSBIO
KRISHANA
KRITI
KRITINUT
KRSNAA
KSB
KSCL
KSL
KSOLVES
KTKBANK
KUANTUM
LAGNAM
LAL
LAMBODHARA
LANDMARK
LAOPALA
LATENTVIEW
LAXMIMACH
LEMONTREE
LEXUS
LFIC
LGBBROSLTD
LIBERTSHOE
LICI
LIKHITHA
LINC
LINCOLN
LINDEINDIA
LODHA
LOKESHMACH
LOTUSEYE
LOVABLE
LOYALTEX
LSIL
LUMAXIND
LUMAXTECH
LUXIND
LXCHEM
LYKALABS
MAANALU
MACPOWER
MADHAV
MADRASFERT
MAGADSUGAR
MAGNUM
MAHABANK
MAHAPEXLTD
MAHASTEEL
MAHEPC
MAHESHWARI
MAHINDCIE
MAHLIFE
MAHLOG
MAHSCOOTER
MAHSEAMLES
MAITHANALL
MALLCOM
MALUPAPER
MANAKALUCO
MANAKSIA
MANAKSTEEL
MANALIPETC
MANGALAM
MANGCHEFER
MANGLMCEM
MANINDS
MANINFRA
MANKIND
MANOMAY
MANORAMA
MANORG
MANYAVAR
MAPMYINDIA
MARALOVER
MARATHON
MARINE
MARKSANS
MARSHALL
MASFIN
MASKINVEST
MASTEK
MATRIMONY
MAWANASUG
MAXHEALTH
MAXIND
MAXVIL
MAYURUNIQ
MAZDA
MAZDOCK
MBAPL
MCL
MEDANTA
MEDICAMEQ
MEDICO
MEDPLUS
MEGASOFT
MEGASTAR
MENONBE
METROBRAND
MFL
MHLXMIRU
MHRIL
MICEL
MIDHANI
MINDACORP
MINDTECK
MIRZAINT
MITCON
MMFL
MMP
MMTC
MODIRUBBER
MODISONLTD
MOIL
MOL
MOLDTECH
MOLDTKPAC
MONARCH
MONTECARLO
MOREPENLAB
MOTILALOFS
MOTOGENFIN
MPSLTD
MRO-TEK
MRPL
MSTCLTD
MSUMI
MTARTECH
MUKANDLTD
MUKTAARTS
MUNJALAU
MUNJALSHOW
MURUDCERA
MUTHOOTCAP
NACLIND
NAGREEKEXP
NAHARCAP
NAHARINDUS
NAHARPOLY
NAHARSPING
NAM-INDIA
NATCOPHARM
NATHBIOGEN
NAVA
NAVKARCORP
NAVNETEDUL
NAZARA
NBCC
NBIFIN
NCC
NCLIND
NDGL
NDLVENTURE
NDRAUTO
NDTV
NELCAST
NELCO
NEOGEN
NESCO
NETWORK18
NEULANDLAB
NEWGEN
NFL
NGIL
NGLFINE
NH
NHPC
NIACL
NIBL
NIITLTD
NILKAMAL
NINSYS
NIPPOBATRY
NIRAJ
NITINSPIN
NITIRAJ
NKIND
NLCINDIA
NOCIL
NOVARTIND
NRAIL
NRBBEARING
NRL
NSIL
NSLNISP
NUCLEUS
NURECA
NUVOCO
NYKAA
OAL
OBCL
OCCL
OIL
OILCOUNTUB
OLECTRA
OMAXAUTO
OMAXE
OMINFRAL
ONEPOINT
ONMOBILE
ONWARDTEC
OPTIEMUS
ORBTEXP
ORCHPHARMA
ORICONENT
ORIENTABRA
ORIENTBELL
ORIENTCEM
ORIENTELEC
ORIENTHOT
ORIENTLTD
ORIENTPPR
ORISSAMINE
ORTINLAB
OSIAHYPER
OSWALAGRO
OSWALSEEDS
PAISALO
PALASHSECU
PALREDTEC
PANACEABIO
PANACHE
PANAMAPET
PANSARI
PAR
PARACABLES
PARADEEP
PARAGMILK
PARAS
PASUPTAC
PATANJALI
PATELENG
PAYTM
PCBL
PCJEWELLER
PDMJEPAPER
PDSL
PEARLPOLY
PENIND
PENINLAND
PFIZER
PFOCUS
PGEL
PGHH
PGHL
PGIL
PHOENIXLTD
PILANIINVS
PIONEEREMB
PITTIENG
PIXTRANS
PKTEA
PLASTIBLEN
PNBGILTS
PNBHOUSING
PNC
PNCINFRA
POCL
PODDARHOUS
PODDARMENT
POKARNA
POLICYBZR
POLYMED
POLYPLEX
PONNIERODE
POONAWALLA
POWERINDIA
POWERMECH
PPAP
PPL
PPLPHARMA
PRAJIND
PRAKASH
PRECAM
PRECOT
PRECWIRE
PREMEXPLN
PREMIERPOL
PRESSMN
PRESTIGE
PRICOLLTD
PRIMESECU
PRINCEPIPE
PRITI
PRIVISCL
PROZONINTU
PRSMJOHNSN
PRUDENT
PSB
PSPPROJECT
PTC
PTL
PUNJABCHEM
PURVA
QUESS
QUICKHEAL
RACE
RADHIKAJWE
RADIANTCMS
RADICO
RAILTEL
RAINBOW
RAJESHEXPO
RAJRATAN
RAJRILTD
RAJSREESUG
RAJTV
RALLIS
RAMAPHO
RAMASTEEL
RAMCOIND
RAMCOSYS
RAMKY
RAMRAT
RANASUG
RANEENGINE
RANEHOLDIN
RATEGAIN
RATNAMANI
RAYMOND
RBA
RBL
RCF
REDINGTON
REFEX
REGENCERAM
RELAXO
RELCHEMQ
RELIGARE
RELINFRA
REMSONSIND
RENUKA
REPCOHOME
REPL
REPRO
RESPONIND
REVATHI
RGL
RHIM
RHL
RICOAUTO
RIIL
RITCO
RITES
RKEC
RKFORGE
RML
ROHLTD
ROLEXRINGS
ROML
ROSSARI
ROSSELLIND
ROTO
ROUTE
RPGLIFE
RPPINFRA
RPPL
RPSGVENT
RSSOFTWARE
RSWM
RSYSTEMS
RTNINDIA
RUBYMILLS
RUCHIRA
RUPA
RUSHIL
RUSTOMJEE
RVHL
RVNL
S&SPOWER
SADHNANIQ
SAFARI
SAGARDEEP
SAGCEM
SAH
SAHYADRI
SAKAR
SAKHTISUG
SAKSOFT
SALASAR
SALONA
SALZERELEC
SANDESH
SANDHAR
SANGAMIND
SANGHIIND
SANGHVIMOV
SANOFI
SANSERA
SAPPHIRE
SARDAEN
SAREGAMA
SARLAPOLY
SARVESHWAR
SASKEN
SASTASUNDR
SATIA
SATIN
SATINDLTD
SBCL
SBGLP
SCHAEFFLER
SCHAND
SCHNEIDER
SCI
SCPL
SDBL
SEAMECLTD
SECURCRED
SECURKLOUD
SEJALLTD
SELAN
SELMC
SEQUENT
SERVOTECH
SESHAPAPER
SEYAIND
SFL
SGIL
SHAHALLOYS
SHAILY
SHAKTIPUMP
SHALBY
SHALPAINTS
SHANKARA
SHANTIGEAR
SHARDACROP
SHARDAMOTR
SHAREINDIA
SHEMAROO
SHILPAMED
SHIVALIK
SHIVAMAUTO
SHIVAMILLS
SHIVATEX
SHK
SHOPERSTOP
SHRADHA
SHREDIGCEM
SHREEPUSHK
SHREYANIND
SHREYAS
SHRIPISTON
SHRIRAMPPS
SHYAMMETL
SIGACHI
SIGIND
SIKKO
SIL
SILGO
SILINV
SILVERTUC
SIMBHALS
SIMPLEXINF
SINTERCOM
SIRCA
SIS
SIYSIL
SJS
SJVN
SKFINDIA
SKIPPER
SKMEGGPROD
SKYGOLD
SMARTLINK
SMCGLOBAL
SMLISUZU
SMLT
SMSLIFE
SMSPHARMA
SNOWMAN
SOBHA
SOFTTECH
SOLARA
SOLARINDS
SOMANYCERA
SOMATEX
SOMICONVEY
SONACOMS
SONAMCLOCK
SONATSOFTW
SOTL
SOUTHWEST
SPAL
SPANDANA
SPARC
SPECIALITY
SPENCERS
SPIC
SPLIL
SPLPETRO
SPMLINFRA
SPORTKING
SREEL
SRHHYPOLTD
SSWL
STAR
STARCEMENT
STARHEALTH
STARPAPER
STARTECK
STCINDIA
STEELCAS
STEELCITY
STEL
STERTOOLS
STLTECH
STOVEKRAFT
STYLAMIND
STYRENIX
SUBEXLTD
SUBROS
SUDARSCHEM
SUKHJITS
SULA
SUMICHEM
SUMIT
SUMMITSEC
SUNCLAYLTD
SUNDARMFIN
SUNDARMHLD
SUNDRMBRAK
SUNDRMFAST
SUNFLAG
SUNTECK
SUPERHOUSE
SUPRAJIT
SUPREMEIND
SUPREMEINF
SUPRIYA
SURANASOL
SURYALAXMI
SURYAROSNI
SURYODAY
SUTLEJTEX
SUVEN
SUVENPHAR
SVLL
SWANENERGY
SWARAJENG
SWELECTES
SWSOLAR
SYMPHONY
SYRMA
TAINWALCHM
TAJGVK
TALBROAUTO
TANLA
TARC
TARMAT
TARSONS
TASTYBITE
TATACOFFEE
TATAELXSI
TATAINVEST
TATAMETALI
TATAMTRDVR
TATASTLLP
TATVA
TBZ
TCI
TCIEXP
TCNSBRANDS
TCPLPACK
TDPOWERSYS
TEAMLEASE
TECHNOE
TEGA
TEJASNET
TEMBO
TERASOFT
TEXINFRA
TEXMOPIPES
TEXRAIL
TFCILTD
THANGAMAYL
THEINVEST
THEMISMED
THERMAX
THOMASCOOK
THOMASCOTT
THYROCARE
TI
TIDEWATER
TIIL
TIINDIA
TIL
TIMESGTY
TIMETECHNO
TIMKEN
TINPLATE
TIPSFILMS
TIPSINDLTD
TIRUMALCHM
TMB
TNPETRO
TNPL
TOKYOPLAST
TORNTPOWER
TOTAL
TOUCHWOOD
TPLPLASTEH
TRACXN
TREJHARA
TRF
TRIDENT
TRIGYN
TRIL
TRITURBINE
TRIVENI
TTKHLTCARE
TTKPRESTIG
TTL
TTML
TV18BRDCST
TVSELECT
TVSSRICHAK
TVTODAY
TWL
UCALFUEL
UCOBANK
UDAICEMENT
UFLEX
UFO
UGARSUGAR
UGROCAP
UJJIVAN
UJJIVANSFB
UMAEXPORTS
UMANGDAIRY
UNICHEMLAB
UNIDT
UNIENTER
UNIINFO
UNIONBANK
UNIPARTS
UNITEDPOLY
UNITEDTEA
UNIVASTU
UNIVCABLES
UNIVPHOTO
UNOMINDA
USHAMART
USK
UTIAMC
UTTAMSUGAR
V2RETAIL
VADILALIND
VAIBHAVGBL
VAISHALI
VALIANTORG
VARDHACRLC
VARDMNPOLY
VARROC
VASCONEQ
VASWANI
VBL
VENKEYS
VENUSPIPES
VENUSREM
VERANDA
VERTOZ
VESUVIUS
VETO
VGUARD
VHL
VIDHIING
VIJAYA
VIMTALABS
VINATIORGA
VINDHYATEL
VINEETLAB
VINYLINDIA
VIPCLOTHNG
VIPIND
VIRINCHI
VISAKAIND
VISHNU
VLSFINANCE
VMART
VOLTAMP
VRLLOG
VSSL
VSTIND
VSTTILLERS
VTL
WABAG
WALCHANNAG
WANBURY
WATERBASE
WEALTH
WEBELSOLAR
WEIZMANIND
WEL
WELCORP
WELENT
WELINV
WELSPUNIND
WENDT
WESTLIFE
WEWIN
WHEELS
WILLAMAGOR
WINDLAS
WINDMACHIN
WIPL
WOCKPHARMA
WONDERLA
WORTH
WSI
WSTCSTPAPR
XCHANGING
XELPMOC
XPROINDIA
YUKEN
ZENITHEXPO
ZENSARTECH
ZENTEC
ZFCVINDIA
ZIMLAB
ZODIAC
ZODIACLOTH
ZOMATO
ZOTA
ZUARI
ZUARIIND
